VenteID;DateVente;ClientID;ProduitID;Quantite
V04501;2022-09-02;C008;P008;5
V04502;2022-02-16;C001;P004;2
V04503;2024-08-25;C006;P010;5
V04504;2022-12-07;C005;P007;3
V04505;2024-12-18;C003;P009;5
V04506;2024-06-27;C005;P009;4
V04507;2024-12-06;C006;P006;3
V04508;2022-01-08;C002;P010;2
V04509;2024-08-23;C010;P004;2
V04510;2022-10-09;C001;P005;5
V04511;2024-08-16;C009;P003;4
V04512;2022-04-26;C003;P009;4
V04513;2023-04-10;C007;P009;3
V04514;2024-08-16;C002;P004;5
V04515;2022-08-18;C002;P010;5
V04516;2024-04-30;C001;P001;5
V04517;2022-08-05;C004;P004;1
V04518;2024-05-23;C006;P010;2
V04519;2022-02-26;C007;P008;1
V04520;2024-11-14;C006;P010;2
V04521;2022-08-16;C010;P010;5
V04522;2024-08-20;C005;P008;3
V04523;2022-11-13;C003;P009;3
V04524;2022-09-23;C010;P004;1
V04525;2023-02-20;C010;P004;4
V04526;2024-02-26;C003;P002;1
V04527;2023-05-30;C001;P006;1
V04528;2024-09-12;C003;P001;5
V04529;2024-10-01;C004;P004;3
V04530;2022-09-05;C008;P003;1
V04531;2023-02-10;C007;P002;3
V04532;2024-09-20;C007;P010;5
V04533;2023-11-25;C007;P009;1
V04534;2023-04-10;C010;P006;2
V04535;2022-03-24;C007;P010;3
V04536;2024-07-05;C010;P007;2
V04537;2024-05-08;C003;P006;4
V04538;2022-08-06;C003;P006;5
V04539;2022-01-15;C010;P002;3
V04540;2023-01-08;C006;P001;4
V04541;2023-08-11;C004;P003;3
V04542;2022-01-31;C004;P006;2
V04543;2024-01-21;C009;P001;5
V04544;2023-12-22;C007;P007;3
V04545;2024-08-11;C002;P007;1
V04546;2024-10-22;C010;P007;2
V04547;2022-03-06;C005;P009;5
V04548;2022-01-31;C002;P007;4
V04549;2022-12-14;C002;P001;4
V04550;2023-06-11;C009;P007;2
V04551;2023-08-24;C004;P008;3
V04552;2023-02-02;C010;P004;2
V04553;2022-10-04;C001;P005;5
V04554;2023-03-13;C010;P008;3
V04555;2024-03-20;C004;P007;4
V04556;2023-01-17;C005;P008;1
V04557;2022-11-29;C003;P002;3
V04558;2022-09-06;C005;P005;2
V04559;2024-03-11;C003;P010;4
V04560;2022-03-19;C005;P010;2
V04561;2024-02-27;C001;P009;1
V04562;2024-02-23;C007;P007;3
V04563;2023-12-23;C007;P004;1
V04564;2024-07-22;C003;P003;5
V04565;2023-06-16;C009;P009;3
V04566;2024-03-26;C004;P010;2
V04567;2024-08-24;C005;P006;1
V04568;2022-02-10;C007;P010;4
V04569;2024-03-07;C004;P002;2
V04570;2024-06-25;C004;P001;2
V04571;2024-01-01;C005;P004;3
V04572;2022-05-16;C009;P009;4
V04573;2024-06-13;C009;P006;1
V04574;2022-08-31;C010;P003;1
V04575;2023-05-19;C004;P005;5
V04576;2024-01-17;C004;P003;5
V04577;2022-10-18;C005;P008;4
V04578;2022-07-03;C004;P007;5
V04579;2023-10-22;C008;P003;4
V04580;2022-04-23;C006;P003;2
V04581;2022-08-25;C002;P002;4
V04582;2024-04-12;C009;P006;2
V04583;2023-09-03;C007;P006;5
V04584;2022-10-25;C007;P010;2
V04585;2024-03-06;C010;P007;4
V04586;2022-05-29;C005;P004;3
V04587;2022-01-10;C001;P008;5
V04588;2024-09-10;C009;P005;2
V04589;2022-01-20;C007;P004;2
V04590;2023-03-22;C006;P010;5
V04591;2023-02-09;C005;P007;1
V04592;2024-01-16;C003;P004;3
V04593;2022-04-06;C005;P010;1
V04594;2024-12-06;C004;P010;5
V04595;2023-06-13;C009;P005;1
V04596;2022-11-17;C003;P010;4
V04597;2023-08-01;C007;P006;1
V04598;2023-03-10;C010;P010;4
V04599;2022-08-19;C003;P005;1
V04600;2023-03-31;C009;P001;2
V04601;2022-10-08;C006;P004;2
V04602;2023-08-14;C006;P009;2
V04603;2023-08-23;C001;P010;1
V04604;2024-10-27;C008;P006;5
V04605;2022-05-16;C005;P006;3
V04606;2023-03-28;C004;P005;3
V04607;2022-02-18;C006;P007;3
V04608;2022-01-21;C001;P006;1
V04609;2023-09-10;C010;P007;5
V04610;2022-08-08;C006;P006;3
V04611;2024-05-20;C003;P004;2
V04612;2022-06-02;C009;P002;4
V04613;2022-02-01;C009;P008;4
V04614;2023-10-10;C010;P001;1
V04615;2023-04-14;C006;P009;2
V04616;2022-04-06;C010;P008;1
V04617;2022-10-29;C005;P004;5
V04618;2022-07-26;C008;P001;2
V04619;2024-01-25;C001;P001;1
V04620;2022-05-26;C004;P003;2
V04621;2024-02-12;C010;P002;4
V04622;2024-09-02;C007;P001;5
V04623;2024-01-17;C010;P003;5
V04624;2024-03-05;C007;P008;1
V04625;2023-08-19;C005;P004;2
V04626;2024-04-07;C006;P007;1
V04627;2023-05-17;C004;P007;1
V04628;2023-04-19;C006;P004;5
V04629;2023-11-07;C010;P003;2
V04630;2023-04-22;C002;P006;4
V04631;2023-09-27;C008;P007;4
V04632;2022-07-05;C007;P008;4
V04633;2022-07-11;C006;P004;4
V04634;2022-01-07;C001;P003;4
V04635;2023-10-30;C005;P003;4
V04636;2022-02-04;C008;P004;4
V04637;2022-08-31;C002;P005;2
V04638;2023-07-20;C009;P009;4
V04639;2024-10-18;C009;P008;3
V04640;2024-05-11;C004;P005;4
V04641;2023-06-16;C001;P010;4
V04642;2022-11-15;C001;P004;3
V04643;2024-10-01;C010;P010;3
V04644;2024-11-01;C010;P002;3
V04645;2024-05-19;C006;P007;3
V04646;2022-09-08;C005;P007;3
V04647;2023-10-18;C003;P001;5
V04648;2024-08-25;C009;P002;1
V04649;2023-05-21;C009;P010;2
V04650;2023-11-22;C008;P002;3
V04651;2023-10-20;C004;P001;5
V04652;2022-08-16;C005;P010;1
V04653;2022-10-08;C005;P001;5
V04654;2022-06-06;C010;P005;3
V04655;2024-07-08;C007;P009;3
V04656;2024-10-06;C007;P009;2
V04657;2023-11-06;C009;P007;3
V04658;2022-07-21;C007;P007;1
V04659;2022-10-02;C007;P001;1
V04660;2023-04-25;C008;P008;1
V04661;2024-02-02;C010;P004;2
V04662;2024-10-16;C009;P003;4
V04663;2024-11-03;C010;P007;5
V04664;2022-07-21;C010;P005;2
V04665;2023-12-01;C005;P005;5
V04666;2024-01-12;C008;P008;3
V04667;2023-06-16;C001;P009;3
V04668;2022-11-13;C007;P010;2
V04669;2024-02-10;C002;P004;2
V04670;2022-04-04;C008;P008;1
V04671;2024-08-03;C001;P009;5
V04672;2022-11-26;C007;P006;5
V04673;2023-04-11;C010;P010;2
V04674;2024-02-25;C001;P006;2
V04675;2022-02-08;C002;P005;2
V04676;2022-11-11;C005;P002;2
V04677;2023-08-29;C010;P008;1
V04678;2023-08-23;C008;P007;2
V04679;2024-06-10;C002;P001;3
V04680;2024-01-28;C002;P010;1
V04681;2023-07-28;C001;P001;3
V04682;2024-05-15;C004;P010;5
V04683;2024-08-05;C009;P004;3
V04684;2024-08-17;C005;P008;3
V04685;2022-10-17;C008;P002;1
V04686;2022-03-17;C002;P007;4
V04687;2024-01-04;C006;P005;1
V04688;2022-05-13;C007;P006;2
V04689;2024-06-23;C008;P009;4
V04690;2022-07-28;C006;P002;3
V04691;2022-02-25;C007;P001;1
V04692;2024-08-01;C007;P005;4
V04693;2023-02-21;C006;P006;2
V04694;2022-05-06;C001;P008;4
V04695;2024-10-21;C006;P004;1
V04696;2024-08-07;C002;P005;4
V04697;2022-09-08;C009;P007;4
V04698;2024-01-11;C009;P007;3
V04699;2024-02-26;C007;P010;1
V04700;2023-06-24;C001;P005;3
V04701;2024-09-11;C002;P005;1
V04702;2024-12-24;C007;P008;3
V04703;2023-04-16;C008;P004;3
V04704;2024-09-12;C005;P004;5
V04705;2022-05-06;C005;P009;4
V04706;2023-03-20;C010;P008;4
V04707;2022-07-20;C003;P009;2
V04708;2024-09-23;C004;P001;1
V04709;2023-10-14;C005;P006;4
V04710;2023-09-21;C004;P003;3
V04711;2023-04-13;C006;P009;5
V04712;2024-12-21;C010;P010;2
V04713;2022-02-02;C007;P001;3
V04714;2023-01-16;C010;P006;2
V04715;2024-06-24;C009;P007;4
V04716;2023-08-31;C006;P007;5
V04717;2022-05-30;C001;P006;4
V04718;2023-09-10;C005;P002;2
V04719;2024-10-27;C006;P009;1
V04720;2023-10-27;C001;P004;2
V04721;2024-07-29;C006;P008;5
V04722;2023-01-06;C007;P009;3
V04723;2024-02-25;C007;P005;1
V04724;2022-04-13;C010;P008;4
V04725;2022-11-28;C004;P008;5
V04726;2022-12-20;C008;P002;3
V04727;2023-11-12;C006;P010;4
V04728;2023-06-16;C005;P009;2
V04729;2024-03-18;C001;P009;3
V04730;2024-12-17;C003;P009;2
V04731;2024-04-04;C005;P004;1
V04732;2022-10-30;C003;P008;2
V04733;2024-07-12;C009;P005;2
V04734;2023-01-16;C007;P004;3
V04735;2024-11-23;C002;P005;5
V04736;2023-09-07;C008;P006;5
V04737;2022-04-04;C009;P001;2
V04738;2024-07-07;C010;P010;4
V04739;2024-05-03;C003;P007;4
V04740;2024-05-27;C006;P009;1
V04741;2023-05-29;C008;P006;2
V04742;2022-10-06;C002;P010;3
V04743;2022-01-22;C005;P004;5
V04744;2024-07-01;C001;P009;2
V04745;2024-02-12;C003;P001;5
V04746;2023-02-28;C006;P007;3
V04747;2022-10-22;C001;P003;5
V04748;2024-09-06;C004;P006;5
V04749;2022-05-19;C009;P001;5
V04750;2023-02-27;C006;P003;1
V04751;2023-11-24;C008;P004;5
V04752;2023-03-03;C007;P001;5
V04753;2024-04-01;C003;P009;3
V04754;2024-09-01;C007;P010;5
V04755;2024-05-05;C005;P010;3
V04756;2022-10-11;C009;P007;1
V04757;2024-01-04;C002;P005;4
V04758;2022-09-14;C007;P007;3
V04759;2023-03-23;C004;P010;5
V04760;2024-12-19;C009;P003;5
V04761;2024-06-02;C005;P005;1
V04762;2024-10-29;C010;P004;5
V04763;2024-08-31;C004;P005;3
V04764;2022-04-17;C007;P004;3
V04765;2024-04-12;C009;P006;4
V04766;2022-03-03;C001;P005;3
V04767;2023-06-24;C007;P009;3
V04768;2024-11-24;C004;P007;4
V04769;2024-12-07;C006;P010;3
V04770;2024-03-16;C009;P006;3
V04771;2023-04-24;C006;P003;2
V04772;2022-12-28;C004;P002;2
V04773;2022-04-28;C001;P003;5
V04774;2023-11-17;C002;P002;1
V04775;2024-01-29;C001;P006;1
V04776;2023-04-27;C002;P007;3
V04777;2023-06-16;C003;P001;1
V04778;2022-01-13;C008;P004;3
V04779;2023-12-12;C009;P009;2
V04780;2022-02-22;C010;P008;3
V04781;2024-12-10;C007;P002;2
V04782;2022-10-24;C010;P001;5
V04783;2024-08-29;C006;P009;4
V04784;2023-02-14;C002;P009;4
V04785;2024-05-06;C010;P001;5
V04786;2022-06-21;C004;P004;3
V04787;2023-11-02;C001;P006;3
V04788;2024-07-09;C005;P005;3
V04789;2024-05-28;C009;P007;4
V04790;2023-06-12;C006;P010;1
V04791;2022-01-19;C003;P005;1
V04792;2023-10-06;C008;P007;5
V04793;2023-01-28;C008;P007;5
V04794;2023-10-21;C006;P001;4
V04795;2024-04-22;C009;P005;4
V04796;2024-07-11;C007;P010;5
V04797;2022-04-29;C008;P001;3
V04798;2024-08-28;C001;P004;1
V04799;2024-10-21;C004;P008;1
V04800;2024-08-06;C007;P007;3
V04801;2024-10-20;C006;P005;4
V04802;2023-11-26;C007;P008;4
V04803;2023-12-07;C003;P005;1
V04804;2023-06-06;C001;P008;5
V04805;2022-11-22;C004;P007;2
V04806;2024-06-12;C007;P010;4
V04807;2022-06-07;C004;P002;4
V04808;2022-02-26;C005;P002;2
V04809;2023-05-10;C005;P007;3
V04810;2024-12-15;C005;P002;1
V04811;2023-06-16;C004;P003;2
V04812;2022-10-29;C010;P003;5
V04813;2023-01-06;C005;P002;1
V04814;2024-09-03;C007;P006;1
V04815;2023-03-07;C009;P001;3
V04816;2024-04-04;C010;P004;1
V04817;2022-09-24;C007;P010;4
V04818;2024-07-21;C004;P007;4
V04819;2023-02-27;C004;P006;1
V04820;2023-01-05;C002;P006;4
V04821;2022-05-03;C009;P009;2
V04822;2022-12-27;C002;P007;3
V04823;2022-12-26;C003;P009;4
V04824;2022-10-29;C004;P002;1
V04825;2024-09-14;C004;P010;2
V04826;2022-07-31;C006;P001;1
V04827;2022-08-06;C008;P001;4
V04828;2022-06-03;C007;P005;1
V04829;2024-08-09;C002;P002;2
V04830;2024-01-30;C008;P006;3
V04831;2024-09-30;C001;P009;1
V04832;2024-05-22;C008;P010;4
V04833;2022-09-05;C004;P004;5
V04834;2024-10-04;C002;P004;5
V04835;2022-08-07;C008;P004;2
V04836;2024-05-16;C005;P006;1
V04837;2022-12-03;C005;P003;4
V04838;2022-04-28;C006;P009;3
V04839;2023-08-27;C008;P007;3
V04840;2022-11-19;C008;P007;4
V04841;2024-02-01;C007;P001;3
V04842;2022-08-22;C003;P002;2
V04843;2023-08-15;C007;P004;4
V04844;2023-07-04;C003;P009;3
V04845;2024-04-07;C007;P006;3
V04846;2023-04-22;C004;P006;2
V04847;2022-03-08;C007;P001;5
V04848;2024-02-07;C008;P001;2
V04849;2022-12-26;C009;P003;2
V04850;2022-08-01;C006;P010;5
V04851;2024-05-20;C001;P006;4
V04852;2022-01-17;C009;P008;4
V04853;2023-03-01;C010;P004;5
V04854;2023-01-02;C009;P009;3
V04855;2023-01-19;C010;P001;1
V04856;2022-03-02;C008;P002;3
V04857;2023-01-05;C008;P001;1
V04858;2024-04-26;C005;P002;4
V04859;2022-01-29;C008;P003;4
V04860;2022-07-15;C006;P005;5
V04861;2023-06-30;C010;P006;5
V04862;2023-01-13;C005;P008;1
V04863;2024-03-25;C005;P002;3
V04864;2023-07-05;C004;P009;3
V04865;2024-10-11;C005;P002;4
V04866;2022-06-08;C009;P006;1
V04867;2022-05-05;C006;P009;3
V04868;2024-05-14;C003;P001;3
V04869;2022-02-21;C010;P007;4
V04870;2022-05-27;C006;P002;4
V04871;2024-07-11;C004;P010;1
V04872;2024-08-09;C008;P005;4
V04873;2022-02-09;C008;P010;4
V04874;2023-03-19;C005;P010;5
V04875;2022-06-14;C001;P010;5
V04876;2024-03-30;C004;P002;3
V04877;2023-02-02;C008;P004;1
V04878;2024-07-01;C007;P007;5
V04879;2022-03-22;C008;P006;2
V04880;2023-12-03;C007;P001;4
V04881;2022-01-23;C009;P006;2
V04882;2022-03-09;C008;P006;4
V04883;2023-08-20;C005;P002;3
V04884;2023-02-11;C001;P010;4
V04885;2023-03-04;C005;P002;1
V04886;2023-01-14;C003;P010;3
V04887;2024-04-26;C001;P004;5
V04888;2024-07-28;C008;P010;3
V04889;2023-01-11;C007;P007;3
V04890;2023-06-04;C008;P009;1
V04891;2023-07-27;C006;P008;4
V04892;2024-02-11;C002;P002;1
V04893;2023-04-04;C005;P009;1
V04894;2022-08-20;C010;P007;2
V04895;2024-06-21;C008;P008;2
V04896;2022-11-24;C006;P002;5
V04897;2023-07-25;C004;P008;3
V04898;2024-06-27;C005;P001;4
V04899;2024-06-06;C002;P009;2
V04900;2023-05-10;C002;P001;2
V04901;2022-01-11;C006;P005;2
V04902;2023-04-01;C008;P010;3
V04903;2022-03-08;C004;P003;3
V04904;2024-03-25;C004;P010;1
V04905;2023-10-28;C001;P004;5
V04906;2023-06-17;C010;P003;2
V04907;2022-05-05;C010;P009;3
V04908;2022-11-17;C001;P006;4
V04909;2023-12-18;C001;P001;5
V04910;2023-10-28;C001;P008;4
V04911;2022-08-11;C010;P002;1
V04912;2023-03-25;C005;P010;5
V04913;2023-04-06;C001;P007;2
V04914;2022-09-18;C007;P002;1
V04915;2024-08-04;C006;P003;2
V04916;2022-11-20;C007;P010;4
V04917;2024-10-07;C006;P004;5
V04918;2023-01-05;C009;P004;4
V04919;2022-06-28;C003;P003;3
V04920;2022-11-24;C004;P002;5
V04921;2022-08-30;C005;P004;4
V04922;2024-03-04;C005;P005;5
V04923;2023-04-01;C006;P010;4
V04924;2023-12-14;C004;P006;5
V04925;2022-04-08;C009;P003;3
V04926;2023-09-04;C006;P003;5
V04927;2024-05-29;C007;P001;4
V04928;2022-05-02;C006;P010;5
V04929;2022-09-14;C004;P005;5
V04930;2024-05-31;C006;P001;5
V04931;2024-05-09;C003;P001;4
V04932;2024-07-15;C004;P004;2
V04933;2024-03-20;C003;P008;1
V04934;2023-11-10;C007;P002;5
V04935;2022-12-18;C007;P008;4
V04936;2024-07-18;C001;P008;2
V04937;2022-12-07;C001;P006;1
V04938;2023-09-15;C001;P009;3
V04939;2023-12-30;C005;P009;2
V04940;2023-02-25;C008;P006;4
V04941;2024-09-28;C001;P007;1
V04942;2023-06-27;C010;P003;3
V04943;2024-02-05;C002;P008;2
V04944;2022-02-17;C002;P005;4
V04945;2024-07-16;C001;P009;5
V04946;2022-01-02;C004;P001;2
V04947;2024-11-01;C005;P007;2
V04948;2024-06-09;C010;P007;3
V04949;2023-09-10;C006;P002;5
V04950;2022-01-06;C007;P002;1
V04951;2024-05-07;C002;P003;4
V04952;2024-10-11;C002;P007;3
V04953;2024-01-15;C010;P003;2
V04954;2024-04-25;C010;P001;2
V04955;2022-02-14;C009;P004;1
V04956;2022-12-14;C010;P001;1
V04957;2022-04-02;C010;P007;2
V04958;2022-01-21;C007;P010;4
V04959;2022-07-31;C006;P006;3
V04960;2022-12-18;C002;P002;4
V04961;2022-04-06;C002;P007;5
V04962;2022-12-06;C009;P006;1
V04963;2023-01-17;C002;P008;1
V04964;2022-06-09;C006;P002;4
V04965;2024-01-31;C009;P003;4
V04966;2023-09-05;C004;P002;2
V04967;2023-05-03;C008;P002;1
V04968;2022-03-08;C005;P009;5
V04969;2023-07-27;C007;P007;1
V04970;2023-06-15;C007;P001;5
V04971;2022-03-12;C002;P002;5
V04972;2023-04-07;C005;P009;4
V04973;2022-12-22;C005;P002;2
V04974;2022-11-18;C008;P002;4
V04975;2023-12-15;C008;P003;1
V04976;2023-01-30;C007;P004;5
V04977;2023-05-22;C002;P010;3
V04978;2023-02-27;C009;P010;3
V04979;2022-12-21;C007;P004;2
V04980;2022-01-14;C009;P004;4
V04981;2022-12-10;C008;P001;1
V04982;2023-05-17;C001;P003;4
V04983;2024-01-03;C005;P006;2
V04984;2022-05-18;C008;P006;2
V04985;2022-03-25;C010;P010;2
V04986;2022-11-12;C007;P009;1
V04987;2024-02-06;C007;P008;4
V04988;2023-11-10;C007;P010;2
V04989;2023-12-06;C009;P003;3
V04990;2022-05-02;C003;P001;4
V04991;2022-08-21;C010;P007;4
V04992;2023-04-09;C001;P003;2
V04993;2023-11-23;C006;P004;3
V04994;2023-08-04;C003;P002;4
V04995;2023-11-04;C006;P005;4
V04996;2022-03-10;C007;P006;3
V04997;2023-04-08;C006;P010;4
V04998;2024-04-09;C010;P007;5
V04999;2024-10-29;C010;P009;3
V05000;2023-08-07;C006;P009;2
V05001;2023-03-03;C001;P010;5
V05002;2023-02-01;C009;P002;5
V05003;2023-05-18;C010;P001;3
V05004;2023-01-30;C002;P010;1
V05005;2022-11-29;C005;P007;1
V05006;2023-08-27;C003;P002;3
V05007;2023-05-20;C004;P010;1
V05008;2024-03-18;C004;P007;1
V05009;2022-12-01;C001;P009;2
V05010;2024-05-23;C003;P001;2
V05011;2022-09-28;C010;P005;4
V05012;2022-01-15;C003;P006;2
V05013;2022-02-24;C008;P001;1
V05014;2023-12-12;C007;P006;2
V05015;2023-04-18;C005;P003;2
V05016;2022-09-08;C001;P002;3
V05017;2022-09-16;C006;P002;5
V05018;2023-07-06;C005;P003;2
V05019;2023-07-08;C008;P001;4
V05020;2022-07-05;C004;P004;3
V05021;2022-11-28;C010;P007;4
V05022;2022-04-28;C009;P001;2
V05023;2024-06-28;C007;P009;3
V05024;2023-11-14;C003;P002;2
V05025;2024-03-15;C003;P007;2
V05026;2023-10-04;C002;P005;3
V05027;2022-10-02;C005;P002;4
V05028;2022-04-26;C001;P009;1
V05029;2022-08-30;C006;P001;1
V05030;2022-10-20;C002;P005;5
V05031;2023-05-13;C004;P005;5
V05032;2024-10-13;C002;P007;2
V05033;2024-04-02;C009;P001;1
V05034;2023-02-10;C007;P009;2
V05035;2022-06-04;C007;P002;5
V05036;2024-09-12;C001;P010;1
V05037;2024-07-30;C005;P008;4
V05038;2023-09-25;C008;P002;5
V05039;2024-02-01;C005;P005;3
V05040;2023-07-24;C008;P001;5
V05041;2022-11-24;C004;P009;4
V05042;2022-05-15;C004;P004;2
V05043;2022-01-31;C009;P005;1
V05044;2024-02-26;C010;P007;5
V05045;2023-01-09;C002;P010;3
V05046;2023-07-04;C005;P006;2
V05047;2022-07-10;C008;P005;1
V05048;2023-02-21;C009;P005;1
V05049;2024-07-06;C006;P010;1
V05050;2023-12-02;C003;P006;2
V05051;2022-07-20;C005;P001;5
V05052;2022-09-29;C008;P007;1
V05053;2023-01-06;C005;P001;4
V05054;2024-03-21;C005;P010;4
V05055;2024-07-03;C003;P006;5
V05056;2022-06-05;C001;P009;1
V05057;2023-04-15;C004;P001;2
V05058;2022-07-24;C006;P007;4
V05059;2024-09-13;C010;P003;4
V05060;2024-02-02;C005;P008;4
V05061;2023-04-21;C005;P005;4
V05062;2024-03-31;C002;P006;2
V05063;2022-09-20;C001;P007;4
V05064;2024-05-17;C003;P007;5
V05065;2023-07-16;C004;P010;3
V05066;2024-08-27;C009;P009;4
V05067;2023-10-15;C008;P004;2
V05068;2022-11-06;C004;P010;5
V05069;2024-11-07;C006;P009;1
V05070;2024-03-27;C002;P006;2
V05071;2023-05-31;C009;P010;2
V05072;2024-02-24;C007;P001;4
V05073;2022-07-30;C007;P008;3
V05074;2022-10-18;C005;P005;5
V05075;2022-02-22;C008;P003;5
V05076;2024-05-21;C008;P010;3
V05077;2022-09-04;C005;P005;3
V05078;2024-07-07;C002;P002;1
V05079;2023-04-14;C004;P005;2
V05080;2022-02-24;C002;P003;2
V05081;2022-01-10;C004;P010;4
V05082;2022-11-21;C006;P001;5
V05083;2024-12-27;C002;P005;1
V05084;2023-07-05;C009;P010;2
V05085;2023-10-08;C004;P006;5
V05086;2022-10-09;C001;P008;3
V05087;2023-07-08;C003;P008;1
V05088;2022-05-06;C006;P007;2
V05089;2023-01-27;C009;P003;4
V05090;2022-12-07;C006;P006;3
V05091;2022-08-05;C004;P004;2
V05092;2022-05-09;C005;P009;3
V05093;2023-12-26;C007;P005;2
V05094;2023-04-17;C006;P008;1
V05095;2023-11-11;C009;P007;2
V05096;2023-12-28;C002;P007;2
V05097;2022-01-21;C006;P010;3
V05098;2023-10-13;C004;P002;3
V05099;2022-07-12;C010;P010;2
V05100;2023-07-09;C009;P006;4
V05101;2023-03-06;C009;P004;3
V05102;2022-10-13;C006;P001;4
V05103;2022-07-25;C003;P002;4
V05104;2022-08-04;C002;P007;1
V05105;2023-09-06;C008;P005;5
V05106;2023-05-02;C009;P008;3
V05107;2022-04-12;C010;P003;1
V05108;2024-11-25;C006;P009;2
V05109;2024-06-23;C006;P007;1
V05110;2024-09-20;C010;P002;3
V05111;2024-08-02;C010;P008;4
V05112;2022-10-14;C001;P005;5
V05113;2023-06-19;C010;P007;4
V05114;2024-08-12;C009;P009;5
V05115;2022-09-17;C005;P006;1
V05116;2024-02-06;C002;P010;4
V05117;2023-05-30;C003;P001;1
V05118;2022-09-26;C009;P003;2
V05119;2022-11-11;C007;P007;4
V05120;2022-07-11;C006;P003;3
V05121;2024-10-24;C006;P010;2
V05122;2023-04-29;C009;P008;3
V05123;2023-06-05;C002;P007;5
V05124;2023-10-21;C007;P002;3
V05125;2022-08-13;C008;P002;5
V05126;2023-01-05;C006;P007;5
V05127;2022-01-16;C010;P007;1
V05128;2023-09-12;C003;P003;5
V05129;2024-09-16;C004;P009;3
V05130;2024-10-05;C009;P007;2
V05131;2022-03-26;C004;P007;5
V05132;2024-06-02;C002;P001;5
V05133;2024-10-06;C010;P004;2
V05134;2024-02-22;C004;P005;5
V05135;2023-02-11;C005;P010;5
V05136;2023-03-04;C009;P009;2
V05137;2023-04-26;C010;P003;1
V05138;2022-12-15;C002;P005;1
V05139;2024-05-30;C009;P007;3
V05140;2023-12-27;C001;P009;1
V05141;2022-07-15;C001;P010;3
V05142;2024-01-04;C004;P007;5
V05143;2022-04-28;C009;P008;4
V05144;2022-12-06;C002;P001;4
V05145;2023-11-28;C005;P002;4
V05146;2024-08-14;C007;P007;4
V05147;2023-08-17;C004;P006;3
V05148;2024-06-06;C005;P007;5
V05149;2023-07-18;C003;P003;1
V05150;2022-04-28;C010;P008;2
V05151;2024-11-30;C003;P008;4
V05152;2023-11-15;C005;P005;1
V05153;2024-10-28;C003;P001;4
V05154;2024-01-06;C002;P003;3
V05155;2024-12-15;C010;P002;4
V05156;2024-12-22;C006;P006;4
V05157;2023-01-29;C010;P008;3
V05158;2022-12-18;C008;P003;2
V05159;2023-10-19;C004;P004;5
V05160;2024-06-14;C001;P002;2
V05161;2024-09-05;C010;P003;2
V05162;2022-10-04;C002;P006;4
V05163;2024-04-08;C003;P003;1
V05164;2022-12-19;C002;P005;5
V05165;2022-02-06;C009;P003;3
V05166;2024-11-06;C006;P004;3
V05167;2023-06-30;C003;P006;5
V05168;2024-03-25;C008;P003;1
V05169;2024-09-14;C004;P006;2
V05170;2022-09-14;C005;P007;5
V05171;2022-12-11;C002;P001;3
V05172;2024-01-13;C002;P001;5
V05173;2023-09-17;C005;P009;3
V05174;2023-03-20;C007;P006;5
V05175;2023-10-16;C002;P009;3
V05176;2024-02-04;C004;P010;2
V05177;2022-06-14;C004;P005;3
V05178;2024-03-13;C002;P010;3
V05179;2022-12-12;C006;P007;4
V05180;2022-11-22;C006;P002;4
V05181;2022-12-20;C006;P008;4
V05182;2023-01-11;C004;P003;4
V05183;2023-12-19;C001;P002;1
V05184;2022-01-18;C002;P006;2
V05185;2022-08-06;C006;P001;5
V05186;2024-12-28;C004;P006;5
V05187;2023-01-11;C001;P003;4
V05188;2023-12-24;C004;P001;3
V05189;2024-04-10;C001;P006;3
V05190;2022-12-11;C005;P004;1
V05191;2023-09-07;C005;P006;1
V05192;2024-07-04;C001;P004;5
V05193;2022-12-19;C008;P002;1
V05194;2024-04-22;C008;P004;3
V05195;2023-01-22;C009;P002;5
V05196;2023-05-31;C002;P009;3
V05197;2023-01-05;C002;P005;4
V05198;2022-01-27;C001;P006;4
V05199;2022-07-05;C010;P007;5
V05200;2022-12-14;C007;P001;2
V05201;2022-11-29;C006;P006;2
V05202;2023-05-19;C010;P010;2
V05203;2023-07-15;C009;P010;5
V05204;2022-06-28;C005;P004;3
V05205;2023-08-12;C006;P005;5
V05206;2022-12-25;C006;P003;2
V05207;2022-01-24;C008;P004;4
V05208;2022-01-28;C007;P003;1
V05209;2024-05-05;C007;P003;1
V05210;2024-03-18;C004;P002;5
V05211;2022-12-15;C005;P001;3
V05212;2024-06-27;C006;P010;1
V05213;2022-03-23;C005;P002;2
V05214;2022-10-03;C002;P003;4
V05215;2024-04-19;C009;P010;1
V05216;2024-03-27;C003;P005;4
V05217;2022-01-01;C010;P005;4
V05218;2023-06-22;C010;P004;1
V05219;2023-12-03;C002;P002;5
V05220;2022-04-18;C003;P005;3
V05221;2024-01-10;C007;P002;2
V05222;2024-05-31;C010;P005;4
V05223;2023-02-02;C010;P001;1
V05224;2023-01-15;C005;P009;5
V05225;2022-05-17;C006;P008;4
V05226;2024-09-04;C003;P009;5
V05227;2023-08-07;C001;P004;1
V05228;2022-03-22;C007;P005;4
V05229;2022-02-08;C005;P004;2
V05230;2023-04-20;C002;P008;1
V05231;2022-06-03;C010;P008;2
V05232;2022-04-13;C002;P010;1
V05233;2022-06-22;C001;P009;2
V05234;2023-03-26;C007;P003;2
V05235;2023-05-19;C002;P005;5
